Arc time (s)	Amperage (A)	Voltage (V)	Wire feed speed (in/min)	WeldScore (%)	Global scale factor	True Energy (J)
11.172	77.9	15.4	181	0.0	-0.0728	13556
11.422	78.5	15.3	179	0.0	0.0147	13915
11.672	77.3	15.4	179	0.0	-0.0798	14162
11.907	76.2	15.3	178	0.0	0.0283	14410
12.141	76.9	15.3	178	0.0	-0.0163	14772
12.391	76.7	15.3	180	0.0	-0.0197	15019
12.625	76.6	15.2	179	0.0	0.0612	15383
12.860	77.7	15.3	179	0.0	0.0380	15627
13.094	77.7	15.4	179	0.0	0.0136	15885
13.328	78.3	15.4	179	0.0	0.1069	16259
13.578	78.2	15.4	179	0.0	0.0743	16508
13.797	77.9	15.5	179	0.0	0.0495	16754
14.047	77.1	15.6	180	0.0	0.0308	17125
14.266	77.0	15.6	180	0.0	0.1206	17390
14.500	77.0	15.8	183	0.0	0.0218	17637
14.750	77.2	15.7	180	0.0	-0.0051	18019
14.985	77.4	15.5	179	0.0	0.0155	18266
15.219	77.2	15.4	179	0.0	0.0631	18632
15.453	77.3	15.4	179	0.0	0.0770	18879
15.688	76.9	15.5	179	0.0	0.0426	19131
15.938	76.2	15.8	178	0.0	-0.0218	19506
16.188	77.2	15.9	180	0.0	0.0813	19762
16.438	77.3	15.7	178	0.0	-0.0007	20136
16.657	76.6	15.7	179	0.0	0.0786	20376
16.891	77.3	15.7	179	0.0	-0.0333	20630
17.141	77.8	16.0	179	0.0	-0.0237	21007
17.375	78.1	16.0	179	0.0	-0.0704	21260
17.594	77.4	15.7	179	0.0	-0.0512	21503
17.844	76.7	15.6	179	0.0	-0.0602	21869
18.078	76.8	15.8	180	0.0	-0.0960	22119
18.313	76.8	15.9	179	0.0	-0.1209	22489
18.563	77.3	15.9	180	0.0	-0.1058	22732
18.797	76.8	15.8	178	0.0	-0.1422	22986
19.032	76.7	15.8	179	0.0	-0.0955	23349
19.266	77.0	15.7	179	0.0	-0.1186	23588
19.516	76.6	15.6	179	0.0	-0.0871	23957
19.766	76.9	15.5	180	0.0	-0.1085	24198
20.016	77.2	15.6	179	0.0	-0.1636	24441
20.235	77.1	15.6	179	0.0	-0.1368	24811
20.469	77.4	15.5	180	0.0	-0.1084	25053
20.719	77.4	15.6	179	0.0	-0.1520	25424
20.969	77.3	15.5	179	0.0	-0.1605	25665
21.188	77.0	15.6	179	0.0	-0.0867	25904
21.422	76.6	15.7	179	0.0	-0.1628	26272
21.657	77.2	15.6	179	0.0	-0.0923	26519
21.907	76.5	15.7	177	0.0	-0.1859	26757
22.141	76.9	15.6	178	0.0	-0.1731	27122
22.375	0.0	0.0	0	0.0	0.0000	27243
6/23/2025 11:37:36 AM
0.000	13.8	18.5	172	0.0	-0.0029	189
0.297	76.9	20.6	176	0.0	-0.0373	448
0.531	80.6	16.5	178	0.0	-0.0188	825
0.766	76.9	15.9	179	0.0	0.0057	1075
1.000	74.7	15.8	179	0.0	-0.0994	1320
1.234	75.9	15.8	179	0.0	-0.1072	1687
1.469	77.0	15.8	178	0.0	-0.0556	1932
1.703	77.6	15.7	179	0.0	-0.0265	2182
1.922	76.8	15.7	179	0.0	-0.1283	2540
2.172	77.5	15.7	180	0.0	-0.1418	2791
2.406	77.0	15.7	180	0.0	-0.0439	3160
2.656	75.1	15.4	180	0.0	-0.1104	3389
2.891	77.1	15.5	179	0.0	-0.1320	3646
3.125	77.9	15.6	178	0.0	-0.0584	4010
3.375	77.6	15.6	179	0.0	-0.0906	4250
3.609	77.5	15.7	179	0.0	-0.1475	4623
3.859	77.9	15.5	179	0.0	-0.1037	4867
4.109	78.0	15.5	178	0.0	-0.1141	5240
4.328	78.4	15.4	179	0.0	-0.1094	5482
4.578	78.1	15.3	179	0.0	-0.0963	5727
4.828	78.4	15.3	179	0.0	-0.0870	6091
5.062	77.9	15.4	179	0.0	-0.0408	6340
5.312	78.9	15.7	179	0.0	-0.0767	6715
5.547	78.7	15.8	179	0.0	-0.0414	6971
5.781	79.1	15.8	180	0.0	-0.0501	7227
6.047	77.7	15.7	178	0.0	-0.0732	7592
6.281	77.8	15.5	179	0.0	-0.1102	7845
6.516	78.0	15.6	179	0.0	-0.1258	8214
6.750	77.8	15.7	183	0.0	-0.1298	8455
6.984	78.7	15.8	179	0.0	-0.0952	8715
7.234	79.0	15.8	179	0.0	-0.1748	9090
7.484	78.5	15.5	178	0.0	-0.1425	9335
7.719	78.8	15.4	178	0.0	-0.1016	9710
7.937	76.9	15.4	179	0.0	-0.0880	9949
8.172	75.9	15.2	179	0.0	0.0058	10179
8.422	76.3	15.3	179	0.0	-0.0906	10538
8.656	75.9	15.3	179	0.0	-0.0624	10782
8.891	76.8	15.2	179	0.0	0.0006	11030
9.125	77.4	15.3	179	0.0	0.0051	11399
9.359	76.8	15.4	179	0.0	-0.0354	11635
9.609	76.5	15.4	180	0.0	-0.0311	12009
9.844	77.0	15.3	179	0.0	0.1135	12250
10.078	76.0	15.3	179	0.0	0.1244	12492
10.312	75.5	15.4	179	0.0	0.1349	12854
10.547	76.5	15.5	179	0.0	0.0003	13114
10.797	77.8	15.7	178	0.0	0.0649	13367
11.047	76.8	15.9	179	0.0	-0.0435	13744
11.281	77.3	16.0	179	0.0	-0.0258	13991
11.516	78.2	16.0	179	0.0	0.0128	14368
11.750	77.2	15.9	179	0.0	-0.0876	14620
11.984	76.2	15.8	179	0.0	-0.0866	14866
12.219	76.5	15.8	180	0.0	-0.0999	15241
12.453	77.5	15.8	179	0.0	-0.1158	15489
12.672	77.4	15.8	178	0.0	-0.1266	15730
12.922	78.1	15.8	179	0.0	-0.1185	16113
13.172	77.9	15.7	179	0.0	-0.0648	16360
13.406	77.0	15.7	179	0.0	-0.1417	16726
13.656	76.5	15.7	179	0.0	-0.0538	16968
13.875	76.8	15.7	178	0.0	-0.1180	17213
14.125	77.5	15.6	180	0.0	-0.0757	17577
14.359	78.9	15.5	179	0.0	-0.1361	17832
14.609	77.0	15.4	180	0.0	-0.0489	18191
14.844	76.0	15.3	180	0.0	-0.1201	18433
15.078	76.1	15.3	179	0.0	-0.0923	18673
15.297	75.6	15.4	179	0.0	-0.1038	18910
15.547	77.3	15.7	180	0.0	-0.0714	19280
15.797	77.3	15.8	181	0.0	-0.0450	19526
16.031	77.5	15.6	179	0.0	-0.1332	19889
16.266	77.1	15.7	178	0.0	-0.1276	20139
16.500	77.6	15.6	179	0.0	-0.1198	20383
16.734	77.0	15.5	178	0.0	-0.1162	20749
16.984	76.0	15.4	179	0.0	-0.0377	20990
17.234	76.3	15.5	179	0.0	-0.0092	21349
17.469	75.3	15.6	178	0.0	-0.1262	21587
17.703	76.7	15.8	178	0.0	-0.1035	21832
17.937	77.7	15.7	180	0.0	-0.1314	22197
18.187	78.0	15.4	179	0.0	-0.0177	22449
18.422	77.7	15.3	180	0.0	-0.0086	22808
18.641	76.4	15.3	179	0.0	-0.0660	23054
18.875	75.5	15.2	179	0.0	0.0280	23284
19.125	75.9	15.3	180	0.0	0.0583	23651
19.375	77.5	15.3	179	0.0	0.0831	23891
19.609	78.6	15.2	180	0.0	0.0648	24267
19.828	78.6	15.2	178	0.0	0.0273	24516
20.062	78.4	15.3	179	0.0	-0.0076	24764
20.312	78.0	15.3	179	0.0	0.0906	25137
20.562	77.2	15.3	179	0.0	0.1236	25389
20.797	77.0	15.2	179	0.0	0.0552	25621
21.016	77.1	15.3	179	0.0	0.1107	26006
21.266	76.7	15.4	180	0.0	0.0778	26253
21.500	77.6	15.5	179	0.0	0.1162	26497
21.750	76.2	15.5	178	0.0	0.0586	26879
21.984	77.1	15.5	179	0.0	0.1158	27133
22.219	76.4	15.7	179	0.0	0.0526	27496
6/23/2025 11:40:58 AM
0.000	37.5	27.3	191	0.0	-0.1108	228
0.296	76.4	18.2	183	0.0	-0.2022	625
0.531	78.6	15.5	180	0.0	-0.2096	872
0.765	76.3	15.5	179	0.0	-0.1672	1101
1.000	75.2	15.7	177	0.0	-0.2228	1466
1.250	76.7	15.7	179	0.0	-0.2138	1707
1.468	76.8	15.7	179	0.0	-0.2154	2075
1.703	76.8	15.6	179	0.0	-0.2434	2306
1.937	76.4	15.6	178	0.0	-0.1772	2552
2.171	76.9	15.6	178	0.0	-0.2003	2915
2.421	78.1	15.7	178	0.0	-0.2448	3159
2.656	76.4	15.7	178	0.0	-0.1852	3392
2.890	76.0	15.6	180	0.0	-0.2487	3753
3.109	76.9	15.7	180	0.0	-0.2743	3999
3.343	76.2	15.9	179	0.0	-0.2432	4238
3.593	76.2	15.9	178	0.0	-0.3076	4601
3.828	76.3	15.8	179	0.0	-0.3049	4843
4.078	77.9	15.6	179	0.0	-0.2979	5204
4.328	77.8	15.6	179	0.0	-0.2936	5443
4.546	77.3	15.5	178	0.0	-0.2893	5689
4.812	77.6	15.4	179	0.0	-0.2887	6044
5.031	77.3	15.5	178	0.0	-0.2889	6290
5.281	76.5	15.6	179	0.0	-0.2476	6651
5.515	77.1	15.5	179	0.0	-0.2586	6886
5.765	77.6	15.4	177	0.0	-0.2393	7125
6.015	77.4	15.6	179	0.0	-0.2857	7491
6.250	77.9	15.7	178	0.0	-0.2776	7733
6.500	77.2	15.7	178	0.0	-0.2621	8093
6.718	77.6	15.7	180	0.0	-0.2969	8340
6.953	77.5	15.4	179	0.0	-0.2886	8575
7.203	77.2	15.4	180	0.0	-0.2771	8930
7.437	77.5	15.4	178	0.0	-0.2330	9168
7.671	77.6	15.4	181	0.0	-0.1921	9407
7.906	78.8	15.2	179	0.0	-0.1331	9767
8.140	76.6	15.1	179	0.0	-0.1286	10001
8.390	76.0	15.1	179	0.0	-0.1816	10356
8.625	76.2	15.1	178	0.0	-0.1599	10588
8.859	75.3	15.0	179	0.0	-0.1473	10824
9.093	75.4	15.4	179	0.0	-0.0559	11183
9.343	76.6	15.5	177	0.0	-0.0427	11418
9.609	76.4	15.4	179	0.0	-0.0318	11781
9.843	76.4	15.6	178	0.0	-0.0958	12027
10.093	76.1	15.7	180	0.0	-0.1114	12388
10.328	76.4	15.6	179	0.0	-0.0519	12639
10.562	76.7	15.4	179	0.0	-0.0891	12873
10.796	75.1	15.4	179	0.0	-0.0746	13227
11.046	76.2	15.5	179	0.0	-0.0972	13475
11.296	76.2	15.6	180	0.0	-0.0938	13839
11.546	78.4	15.6	178	0.0	-0.0681	14083
11.781	79.8	15.6	178	0.0	-0.0576	14464
12.015	79.2	15.5	179	0.0	-0.0569	14720
12.265	77.5	15.6	178	0.0	-0.0986	14959
12.500	76.3	15.6	178	0.0	-0.0735	15327
12.718	76.6	15.6	180	0.0	-0.1353	15573
12.968	77.3	15.5	178	0.0	-0.1320	15812
13.203	78.9	15.5	178	0.0	-0.1091	16190
13.437	79.6	15.6	179	0.0	-0.1309	16451
13.671	77.8	15.7	179	0.0	-0.1369	16698
13.906	77.3	15.8	180	0.0	-0.1580	17068
14.140	76.9	15.7	181	0.0	-0.1539	17312
14.375	76.8	15.7	179	0.0	-0.1246	17679
14.609	77.8	15.7	180	0.0	-0.1758	17929
14.859	76.6	15.7	179	0.0	-0.1458	18162
15.093	76.8	15.6	180	0.0	-0.1250	18539
15.312	76.6	15.7	178	0.0	-0.1895	18777
15.562	76.3	15.8	178	0.0	-0.1843	19022
15.812	77.1	15.8	179	0.0	-0.1899	19388
16.046	77.0	15.8	179	0.0	-0.2281	19630
16.265	77.1	15.9	179	0.0	-0.2223	20000
16.515	76.2	16.0	179	0.0	-0.2405	20240
16.750	75.0	16.1	179	0.0	-0.2818	20479
17.000	75.2	16.1	180	0.0	-0.3012	20839
17.250	74.5	16.0	179	0.0	-0.3157	21073
17.484	75.3	15.9	179	0.0	-0.3387	21429
17.734	74.8	15.8	179	0.0	-0.3628	21660
17.968	75.1	15.8	179	0.0	-0.3132	21892
18.218	74.1	15.7	179	0.0	-0.3874	22231
18.468	74.5	15.8	179	0.0	-0.3928	22586
18.703	74.9	15.8	179	0.0	-0.4062	22819
18.937	75.0	15.7	178	0.0	-0.4290	23046
19.187	75.0	15.7	179	0.0	-0.4237	23392
19.437	74.8	15.6	178	0.0	-0.4126	23625
19.656	74.4	15.6	179	0.0	-0.4111	23852
19.890	74.1	15.7	180	0.0	-0.4384	24200
20.125	74.6	15.7	180	0.0	-0.4152	24430
20.375	74.5	15.6	179	0.0	-0.4302	24775
20.609	75.5	15.6	179	0.0	-0.4243	25008
20.843	75.5	15.4	179	0.0	-0.4274	25237
21.062	74.6	15.5	179	0.0	-0.4405	25465
21.296	74.3	15.7	178	0.0	-0.4505	25807
21.546	73.7	15.7	179	0.0	-0.4524	26038
21.781	74.4	15.6	178	0.0	-0.4253	26379
22.015	74.4	15.6	178	0.0	-0.4506	26604
6/23/2025 11:44:21 AM
0.000	11.2	19.4	157	0.0	-0.0560	0
0.266	76.2	22.4	173	0.0	-0.0867	476
0.500	80.1	16.9	178	0.0	-0.1259	724
0.734	75.7	15.9	179	0.0	-0.1183	1088
1.016	75.8	16.0	179	0.0	-0.1189	1324
1.266	76.4	15.9	180	0.0	-0.1686	1695
1.500	75.8	15.8	179	0.0	-0.1766	1938
1.734	77.0	15.5	179	0.0	-0.1722	2300
1.969	77.3	15.3	179	0.0	-0.0986	2536
2.219	76.3	15.3	179	0.0	-0.1029	2780
2.453	76.6	15.2	180	0.0	-0.1324	3142
2.687	75.8	15.2	180	0.0	-0.0702	3367
2.922	75.5	15.1	179	0.0	-0.0908	3606
3.156	76.3	15.1	179	0.0	0.0214	3959
3.406	77.3	15.2	179	0.0	0.0420	4201
3.641	78.0	15.3	179	0.0	-0.0426	4570
3.875	77.6	15.3	178	0.0	0.0213	4819
4.125	77.1	15.2	179	0.0	0.0851	5179
4.375	77.4	15.3	178	0.0	-0.0061	5420
4.625	77.0	15.4	179	0.0	0.0855	5788
4.859	76.8	15.3	179	0.0	0.0353	6039
5.109	77.6	15.3	179	0.0	0.1094	6291
5.344	78.0	15.4	179	0.0	0.1182	6667
5.578	78.8	15.3	179	0.0	0.0456	6907
5.812	78.2	15.3	178	0.0	0.2384	7167
6.047	77.5	15.4	179	0.0	0.0690	7539
6.281	77.3	15.6	180	0.0	0.1461	7796
6.516	77.4	15.6	180	0.0	0.1610	8162
6.750	77.2	15.7	180	0.0	0.1603	8415
7.000	77.1	15.7	180	0.0	0.1970	8670
7.266	77.0	15.8	179	0.0	0.0849	9043
7.484	77.5	15.9	179	0.0	0.0309	9313
7.719	77.4	15.5	179	0.0	0.0135	9686
7.953	77.1	15.4	178	0.0	0.0506	9936
8.203	77.7	15.7	178	0.0	0.1623	10190
8.437	76.7	15.7	179	0.0	0.1215	10561
8.672	77.0	15.6	179	0.0	0.0838	10812
8.891	77.4	15.5	180	0.0	0.1284	11060
9.125	77.1	15.5	178	0.0	0.1519	11431
9.375	76.8	15.4	178	0.0	0.1095	11679
9.609	76.8	15.3	179	0.0	0.1645	11933
9.828	77.1	15.4	179	0.0	0.0942	12311
10.062	76.4	15.5	179	0.0	0.0456	12559
10.312	75.5	15.6	179	0.0	0.0602	12791
10.547	76.1	15.7	178	0.0	0.0453	13163
10.797	77.1	15.7	179	0.0	0.0526	13413
11.016	76.8	15.9	179	0.0	0.0197	13799
11.250	76.7	15.8	179	0.0	0.0909	14042
11.484	77.3	15.8	179	0.0	-0.0056	14306
11.734	76.4	15.8	179	0.0	-0.0017	14677
11.969	77.8	15.8	179	0.0	0.0068	14931
12.219	78.5	15.8	180	0.0	0.0119	15175
12.453	77.2	15.8	181	0.0	0.0428	15550
12.687	78.5	15.8	179	0.0	-0.0606	15806
12.937	78.3	15.7	178	0.0	-0.0130	16181
13.203	77.2	15.7	178	0.0	-0.0793	16428
13.437	77.9	15.7	179	0.0	-0.0416	16798
13.656	77.7	15.7	179	0.0	-0.0872	17050
13.891	77.2	15.6	179	0.0	-0.0077	17297
14.141	77.3	15.6	178	0.0	0.0210	17668
14.375	75.4	15.6	178	0.0	-0.0894	17909
14.609	77.0	15.5	180	0.0	-0.0344	18153
14.859	77.0	15.2	180	0.0	-0.0615	18516
15.094	75.8	15.2	179	0.0	0.1038	18753
15.344	75.3	15.3	179	0.0	-0.0351	19106
15.594	75.8	15.4	179	0.0	0.1217	19360
15.828	75.4	15.4	179	0.0	-0.0077	19711
16.062	75.5	15.5	180	0.0	0.0049	19963
16.312	76.1	15.6	179	0.0	0.0276	20204
16.547	76.0	15.8	179	0.0	-0.0561	20570
16.781	75.3	15.9	179	0.0	-0.0284	20814
17.031	76.7	15.5	177	0.0	0.0000	21184
17.250	75.3	15.2	179	0.0	0.0063	21428
17.500	75.1	15.3	178	0.0	0.0800	21660
17.750	74.8	15.3	178	0.0	0.0060	22017
18.000	76.0	15.3	179	0.0	0.0605	22264
18.234	76.8	15.5	180	0.0	0.1131	22634
18.469	77.1	15.3	179	0.0	0.1484	22874
18.687	77.2	15.3	181	0.0	0.0709	23133
18.937	77.4	15.4	179	0.0	0.1167	23512
19.187	75.9	15.4	180	0.0	0.0504	23753
19.437	76.3	15.4	179	0.0	0.1322	24115
19.656	77.0	15.5	179	0.0	0.0993	24375
19.891	76.9	15.5	179	0.0	0.2074	24614
20.141	77.1	15.7	178	0.0	0.2002	25000
20.375	78.1	15.6	178	0.0	0.1828	25261
20.609	78.0	15.6	178	0.0	0.1088	25519
20.828	77.2	15.8	179	0.0	0.0286	25894
21.062	76.7	15.9	179	0.0	0.0808	26147
21.312	77.2	15.5	180	0.0	0.0760	26390
21.562	76.6	15.7	180	0.0	0.0534	26763
21.797	76.7	15.9	180	0.0	0.0980	27022
22.031	76.2	15.7	179	0.0	0.0136	27390
22.281	74.8	15.8	179	0.0	-0.0114	27629
6/23/2025 11:47:43 AM
0.000	9.7	19.2	156	0.0	0.0000	0
0.282	51.5	41.3	164	0.0	-0.2156	312
0.516	68.2	20.2	177	0.0	-0.2345	529
0.750	74.7	15.3	179	0.0	-0.2748	877
0.985	76.0	15.8	178	0.0	-0.2886	1118
1.219	76.6	16.0	179	0.0	-0.2853	1358
1.453	76.9	15.8	180	0.0	-0.2727	1720
1.735	76.1	15.6	181	0.0	-0.2975	1954
2.000	75.4	15.8	180	0.0	-0.3268	2308
2.235	75.1	15.8	180	0.0	-0.3483	2544
2.485	75.7	15.8	179	0.0	-0.3674	2903
2.719	74.9	15.9	179	0.0	-0.3833	3132
2.969	75.3	15.9	178	0.0	-0.3602	3485
3.219	74.9	15.8	179	0.0	-0.4014	3713
3.453	75.8	15.7	180	0.0	-0.3806	4069
3.703	75.5	15.6	180	0.0	-0.4092	4296
3.953	75.2	15.7	178	0.0	-0.3789	4649
4.203	74.7	15.7	179	0.0	-0.4219	4875
4.469	75.4	15.7	179	0.0	-0.4016	5225
4.703	76.2	15.6	179	0.0	-0.4245	5460
4.953	76.5	15.6	178	0.0	-0.4120	5807
5.188	76.2	15.6	178	0.0	-0.4165	6041
5.422	76.0	15.6	178	0.0	-0.4195	6277
5.657	75.0	15.5	178	0.0	-0.4027	6622
5.891	75.7	15.4	179	0.0	-0.4055	6853
6.125	76.0	15.5	178	0.0	-0.4177	7087
6.360	75.5	15.6	179	0.0	-0.3896	7434
6.610	76.1	15.6	179	0.0	-0.4137	7667
6.844	76.1	15.6	178	0.0	-0.4312	8019
7.094	76.2	15.6	179	0.0	-0.4265	8249
7.328	74.9	15.6	179	0.0	-0.4364	8480
7.563	74.4	15.6	178	0.0	-0.4221	8823
7.813	74.5	15.5	180	0.0	-0.3906	9051
8.047	77.1	15.3	179	0.0	-0.3531	9402
8.282	77.5	15.1	180	0.0	-0.3159	9636
8.532	76.8	15.1	179	0.0	-0.3329	9865
8.766	75.6	15.3	179	0.0	-0.3517	10217
9.016	75.6	15.5	178	0.0	-0.3280	10453
9.266	75.9	15.4	178	0.0	-0.2983	10800
9.500	77.0	15.0	179	0.0	-0.2939	11037
9.735	76.0	15.1	178	0.0	-0.2127	11268
10.000	75.5	15.2	179	0.0	-0.2525	11607
10.235	76.5	15.3	179	0.0	-0.1947	11965
10.485	76.6	15.2	179	0.0	-0.2188	12193
10.735	76.3	15.0	179	0.0	-0.1827	12435
10.969	76.1	15.0	179	0.0	-0.1162	12787
11.188	77.5	15.1	179	0.0	-0.1064	13022
11.438	76.9	15.2	179	0.0	-0.0371	13269
11.688	76.6	15.3	179	0.0	-0.0021	13625
11.922	77.7	15.4	180	0.0	-0.1113	13866
12.157	77.9	15.6	179	0.0	-0.1091	14243
12.391	76.6	15.5	178	0.0	-0.0138	14491
12.641	76.3	15.6	179	0.0	-0.0824	14733
12.891	76.4	15.6	179	0.0	-0.0956	15088
13.141	77.7	15.6	178	0.0	-0.0399	15461
13.375	76.6	15.5	178	0.0	-0.0211	15711
13.641	76.9	15.5	179	0.0	-0.0818	15941
13.907	76.4	15.7	179	0.0	-0.1119	16317
14.141	77.0	15.7	179	0.0	-0.1248	16564
14.391	76.6	15.7	180	0.0	-0.1161	16923
14.610	76.4	15.7	180	0.0	-0.1428	17174
14.860	75.8	15.7	180	0.0	-0.1343	17545
15.094	75.7	15.8	179	0.0	-0.0954	17787
15.328	76.0	15.7	180	0.0	-0.1432	18029
15.563	77.0	15.8	178	0.0	-0.1357	18392
15.782	77.5	15.9	179	0.0	-0.1846	18641
16.032	76.1	15.8	178	0.0	-0.1790	18880
16.266	76.0	15.9	178	0.0	-0.2454	19251
16.516	75.3	16.0	179	0.0	-0.2354	19489
16.750	74.6	15.9	179	0.0	-0.2425	19848
16.969	75.0	16.0	179	0.0	-0.2936	20086
17.203	75.7	15.8	179	0.0	-0.2884	20329
17.453	76.6	15.5	179	0.0	-0.2753	20679
17.703	76.4	15.5	179	0.0	-0.2500	20920
17.938	75.4	15.6	178	0.0	-0.2392	21154
18.157	75.0	15.7	179	0.0	-0.2737	21503
18.391	75.3	15.7	179	0.0	-0.2560	21743
18.657	75.7	15.7	180	0.0	-0.3142	22095
18.891	75.4	15.7	180	0.0	-0.3146	22329
19.125	75.5	15.7	179	0.0	-0.2951	22564
19.360	76.0	15.7	179	0.0	-0.2884	22924
19.610	76.4	15.5	178	0.0	-0.3076	23158
19.860	75.3	15.6	178	0.0	-0.2882	23508
20.094	74.3	15.7	178	0.0	-0.3027	23741
20.328	74.8	15.5	180	0.0	-0.2795	23969
20.563	75.1	15.5	180	0.0	-0.3216	24320
20.813	76.1	15.4	179	0.0	-0.3164	24554
21.047	75.3	15.6	179	0.0	-0.3290	24790
21.282	74.6	15.8	178	0.0	-0.3177	25139
21.516	75.1	15.7	179	0.0	-0.2995	25372
21.766	75.7	15.5	178	0.0	-0.3142	25604
22.000	75.5	15.5	179	0.0	-0.3253	25960
22.235	74.3	15.8	179	0.0	-0.3568	26190
6/23/2025 11:51:06 AM
0.000	31.8	21.1	211	0.0	0.0332	271
0.281	78.1	19.3	180	0.0	-0.0014	511
0.515	79.1	16.3	178	0.0	-0.1113	892
0.750	74.6	15.9	179	0.0	-0.0517	1134
0.969	75.2	15.9	178	0.0	-0.1084	1380
1.219	75.5	15.7	179	0.0	-0.1433	1732
1.453	75.9	15.8	179	0.0	-0.1193	1978
1.687	76.5	15.9	179	0.0	-0.1418	2220
1.937	76.6	15.8	180	0.0	-0.1761	2591
2.172	76.8	15.8	179	0.0	-0.0353	2832
2.406	76.8	15.7	179	0.0	-0.1752	3205
2.640	75.9	15.8	179	0.0	-0.1892	3441
2.922	76.6	15.8	180	0.0	-0.2159	3813
3.156	76.5	15.8	179	0.0	-0.2239	4053
3.406	77.2	15.7	179	0.0	-0.1758	4420
3.640	78.0	15.7	178	0.0	-0.2352	4671
3.890	77.7	15.7	180	0.0	-0.2468	4904
4.140	78.0	15.7	179	0.0	-0.2122	5278
4.375	77.5	15.7	178	0.0	-0.2402	5520
4.609	78.3	15.4	178	0.0	-0.1933	5876
4.859	76.7	15.3	180	0.0	-0.2104	6118
5.094	76.7	15.3	179	0.0	-0.2091	6358
5.312	77.3	15.3	178	0.0	-0.1621	6725
5.562	78.1	15.3	179	0.0	-0.1215	6960
5.781	79.3	15.4	179	0.0	-0.1822	7210
6.015	78.3	15.5	178	0.0	-0.1310	7587
6.265	77.1	15.6	180	0.0	-0.1549	7827
6.500	76.8	15.6	179	0.0	-0.1654	8065
6.719	77.1	15.7	179	0.0	-0.2032	8443
6.953	77.0	15.7	179	0.0	-0.1892	8680
7.187	77.5	15.8	178	0.0	-0.2077	8928
7.437	76.9	15.8	178	0.0	-0.1891	9290
7.672	78.1	15.6	178	0.0	-0.2298	9545
7.906	75.9	15.6	179	0.0	-0.2316	9900
8.156	75.3	15.7	179	0.0	-0.2446	10141
8.406	74.6	15.8	179	0.0	-0.2319	10492
8.640	74.5	15.8	179	0.0	-0.2316	10731
8.875	75.1	15.7	179	0.0	-0.2824	10968
9.125	75.5	15.9	180	0.0	-0.3153	11330
9.359	75.9	15.9	180	0.0	-0.2697	11566
9.594	76.0	15.8	178	0.0	-0.3017	11804
9.844	75.4	15.8	180	0.0	-0.3247	12159
10.062	74.3	15.8	179	0.0	-0.3512	12390
10.297	74.6	15.7	179	0.0	-0.3641	12744
10.531	74.4	15.8	179	0.0	-0.3438	12974
10.765	74.7	15.8	179	0.0	-0.3951	13210
11.000	74.3	15.9	179	0.0	-0.3862	13555
11.234	74.4	15.8	180	0.0	-0.3931	13790
11.484	74.9	15.7	180	0.0	-0.4277	14021
11.719	73.7	15.7	180	0.0	-0.4307	14363
11.953	73.8	15.7	180	0.0	-0.4202	14588
12.203	73.9	15.7	180	0.0	-0.4221	14931
12.437	73.8	15.7	180	0.0	-0.4543	15159
12.672	73.8	15.6	179	0.0	-0.4217	15386
12.906	74.1	15.5	179	0.0	-0.4356	15726
13.140	74.0	15.6	178	0.0	-0.4208	15956
13.375	74.2	15.6	179	0.0	-0.4299	16181
13.625	74.6	15.6	179	0.0	-0.4519	16525
13.859	74.1	15.6	178	0.0	-0.4151	16750
14.094	74.2	15.5	179	0.0	-0.4324	17088
14.328	74.7	15.4	179	0.0	-0.4039	17315
14.562	74.0	15.4	180	0.0	-0.4252	17540
14.812	73.7	15.6	180	0.0	-0.3925	17889
15.078	73.9	15.4	180	0.0	-0.3724	18110
15.312	73.3	15.4	180	0.0	-0.3767	18446
15.547	74.4	15.5	179	0.0	-0.3890	18679
15.797	73.9	15.5	179	0.0	-0.3855	19018
16.031	74.7	15.4	179	0.0	-0.3851	19248
16.265	74.0	15.5	178	0.0	-0.3659	19474
16.500	74.7	15.6	180	0.0	-0.3872	19821
16.734	75.5	15.5	178	0.0	-0.3525	20053
16.984	73.8	15.6	178	0.0	-0.3863	20282
17.219	74.3	15.5	178	0.0	-0.3659	20628
17.484	75.0	15.3	178	0.0	-0.3455	20853
17.719	75.0	15.3	179	0.0	-0.2922	21199
17.969	76.5	15.4	179	0.0	-0.3155	21439
18.219	76.1	15.4	179	0.0	-0.2839	21790
18.453	75.7	15.4	179	0.0	-0.2846	22025
18.687	75.8	15.5	179	0.0	-0.2876	22260
18.937	75.4	15.5	179	0.0	-0.3048	22608
19.172	75.8	15.4	179	0.0	-0.3081	22848
19.422	75.2	15.4	180	0.0	-0.2323	23194
19.656	75.0	15.4	179	0.0	-0.2978	23423
19.890	74.7	15.5	180	0.0	-0.2557	23661
20.140	76.8	15.5	180	0.0	-0.2760	24019
20.375	76.8	15.5	179	0.0	-0.2618	24262
20.640	76.6	15.5	179	0.0	-0.2473	24616
20.875	75.8	15.6	178	0.0	-0.2846	24854
21.125	75.3	15.6	179	0.0	-0.2492	25209
21.359	75.4	15.7	180	0.0	-0.2561	25448
21.594	75.5	15.7	179	0.0	-0.2704	25688
21.828	75.7	15.7	179	0.0	-0.2734	26046
22.062	76.1	15.6	179	0.0	-0.2984	26280
22.297	74.8	15.4	0	0.0	0.0000	26513
6/23/2025 11:56:28 AM
0.000	49.2	24.8	215	0.0	-0.0802	289
